marital_status,application_mode,application_order,course,time,previous_qualification,nationality,mother's_qualification,father's_qualification,mother's_occupation,father's_occupation,displaced,educational_special_needs,debtor,tuition_fees_up_to_date,gender,scholarship_holder,age_at_enrollment,international,unemployment_rate,inflation_rate,gdp,output
single,1st phase - general contingent,1,Social Service,daytime,Secondary education,Portugal,,,Armed Forces Professions,Armed Forces Professions,1,0,1,1,0,1,18,0,7.6,2.6,0.32,Enrolled
single,2nd phase - general contingent,2,Social Service,daytime,Secondary education,Portugal,,,Installation and Machine Operators and Assembly Workers,Unskilled Workers,1,0,0,1,0,0,21,0,16.2,0.3,-0.92,Graduate
single,1st phase - general contingent,1,Veterinary Nursing,daytime,Secondary education,Portugal,,10th Year of Schooling,Administrative staff,Administrative staff,1,0,0,1,0,0,18,0,9.4,-0.8,-3.12,Enrolled
single,1st phase - general contingent,1,Management,daytime,Secondary education,Portugal,,Secondary Education - 12th Year of Schooling or Equivalent,Armed Forces Professions,Armed Forces Professions,1,0,0,1,0,0,20,0,16.2,0.3,-0.92,Graduate
single,2nd phase - general contingent,2,Nursing,daytime,Secondary education,Portugal,Higher Education - Degree,Higher Education - Degree,Specialists in Intellectual and Scientific Activities,,1,0,0,1,1,0,19,0,16.2,0.3,-0.92,Enrolled
single,Technological specialization diploma holders,1,Agronomy,daytime,10th year of schooling,Portugal,Higher Education - Master's,Higher Education - Doctorate,"Personal Services, Security and Safety Workers and Sellers",Intermediate Level Technicians and Professions,0,0,0,1,1,0,21,0,16.2,0.3,-0.92,Enrolled
single,Change of institution/course,1,Communication Design,daytime,Secondary education,Portugal,2nd cycle of the general high school course,Higher Education - Degree,,,1,0,0,1,1,0,20,0,8.9,1.4,3.51,Graduate
single,1st phase - general contingent,1,Management,daytime,Secondary education,Portugal,Secondary Education - 12th Year of Schooling or Equivalent,Secondary Education - 12th Year of Schooling or Equivalent,"Personal Services, Security and Safety Workers and Sellers","Skilled Workers in Industry, Construction, and Craftsmen",0,0,0,0,1,0,18,0,8.9,1.4,3.51,Enrolled
single,3rd phase - general contingent,1,Social Service (evening attendance),evening,Secondary education,Portugal,,Secondary Education - 12th Year of Schooling or Equivalent,Armed Forces Professions,"Farmers and Skilled Workers in Agriculture, Fisheries, and Forestry",1,0,0,1,0,0,19,0,12.4,0.5,1.79,Graduate
single,1st phase - general contingent,1,Management (evening attendance),evening,Secondary education,Portugal,Higher Education - Bachelor's Degree,2nd cycle of the general high school course,Administrative staff,Armed Forces Professions,0,0,0,1,1,0,34,0,13.9,-0.3,0.79,Graduate
single,Over 23 years old,1,Biofuel Production Technologies,daytime,Secondary education,Portugal,,2nd cycle of the general high school course,Armed Forces Professions,"Skilled Workers in Industry, Construction, and Craftsmen",0,0,1,0,1,0,37,0,8.9,1.4,3.51,Dropout
single,Over 23 years old,1,Informatics Engineering,daytime,,Portugal,Basic Education 3rd Cycle (9th/10th/11th Year) or Equivalent,2nd cycle of the general high school course,"Legislative Power and Executive Bodies, Directors, Executive Managers","Representatives of the Legislative Power and Executive Bodies, Directors, and Executive Managers",1,0,0,1,1,0,43,0,7.6,2.6,0.32,Dropout
single,Change of course,1,Management,daytime,Secondary education,Portugal,Technical-professional course,2nd cycle of the general high school course,"Skilled Workers in Industry, Construction and Craftsmen","Skilled Workers in Industry, Construction, and Craftsmen",0,0,0,1,0,0,55,0,16.2,0.3,-0.92,Dropout
divorced,Over 23 years old,1,Management (evening attendance),evening,Secondary education,Portugal,,10th Year of Schooling,Armed Forces Professions,Administrative staff,1,0,0,1,0,0,39,0,7.6,2.6,0.32,Graduate
single,Technological specialization diploma holders,1,Equinculture,daytime,10th year of schooling,Spain,Higher Education - Master's,Higher Education - Master's,Administrative staff,"Skilled Workers in Industry, Construction, and Craftsmen",0,0,1,0,0,0,20,1,12.4,0.5,1.79,Dropout
single,1st phase - general contingent,5,Journalism and Communication,daytime,Secondary education,Portugal,Higher Education - Degree,Higher Education - Degree,Intermediate Level Technicians and Professions,Intermediate Level Technicians and Professions,0,0,1,1,0,0,18,0,12.7,3.7,-1.7,Dropout
single,1st phase - general contingent,2,Management,daytime,Secondary education,Portugal,Higher Education - Degree,10th Year of Schooling,Intermediate Level Technicians and Professions,Installation and Machine Operators and Assembly Workers,1,0,0,1,0,0,22,0,8.9,1.4,3.51,Graduate
single,1st phase - general contingent,6,Nursing,daytime,Secondary education,Portugal,Secondary Education - 12th Year of Schooling or Equivalent,Higher Education - Degree,Intermediate Level Technicians and Professions,Intermediate Level Technicians and Professions,1,1,0,1,0,0,22,0,11.1,0.6,2.02,Graduate
single,2nd phase - general contingent,1,Journalism and Communication,daytime,Secondary education,Portugal,Secondary Education - 12th Year of Schooling or Equivalent,,"Farmers and Skilled Workers in Agriculture, Fisheries, Forestry","Farmers and Skilled Workers in Agriculture, Fisheries, and Forestry",0,0,0,0,0,0,20,0,12.4,0.5,1.79,Dropout
single,Over 23 years old,1,Management (evening attendance),evening,Secondary education,Portugal,Technical-professional course,2nd cycle of the general high school course,Armed Forces Professions,Armed Forces Professions,0,0,0,1,0,0,29,0,16.2,0.3,-0.92,Dropout
single,2nd phase - general contingent,1,Management (evening attendance),evening,Secondary education,Portugal,,,"Personal Services, Security and Safety Workers and Sellers","Farmers and Skilled Workers in Agriculture, Fisheries, and Forestry",0,0,0,1,0,0,24,0,7.6,2.6,0.32,Enrolled
single,2nd phase - general contingent,2,Social Service,daytime,Secondary education,Portugal,,10th Year of Schooling,Armed Forces Professions,Armed Forces Professions,1,0,0,1,0,0,18,0,11.1,0.6,2.02,Graduate
single,2nd phase - general contingent,6,Nursing,daytime,Secondary education,Portugal,Technical-professional course,10th Year of Schooling,Installation and Machine Operators and Assembly Workers,Installation and Machine Operators and Assembly Workers,1,0,0,1,0,1,22,0,11.1,0.6,2.02,Graduate
single,Technological specialization diploma holders,1,Social Service (evening attendance),evening,10th year of schooling,Portugal,Secondary Education - 12th Year of Schooling or Equivalent,10th Year of Schooling,Armed Forces Professions,Armed Forces Professions,0,0,0,1,0,1,21,0,12.4,0.5,1.79,Graduate
single,1st phase - general contingent,1,Social Service,daytime,Secondary education,Portugal,Technical-professional course,,Armed Forces Professions,Armed Forces Professions,0,0,0,1,0,1,19,0,12.7,3.7,-1.7,Graduate
single,Over 23 years old,1,Tourism,daytime,Secondary education,Portugal,,,Armed Forces Professions,Installation and Machine Operators and Assembly Workers,0,0,0,1,0,1,24,0,12.4,0.5,1.79,Graduate
single,1st phase - general contingent,1,Nursing,daytime,Secondary education,Portugal,Technical-professional course,,"Skilled Workers in Industry, Construction and Craftsmen","Skilled Workers in Industry, Construction, and Craftsmen",1,0,0,1,0,1,19,0,9.4,-0.8,-3.12,Enrolled
single,1st phase - general contingent,1,Journalism and Communication,daytime,Secondary education,Portugal,Secondary Education - 12th Year of Schooling or Equivalent,10th Year of Schooling,Installation and Machine Operators and Assembly Workers,Installation and Machine Operators and Assembly Workers,1,0,0,1,0,1,20,0,9.4,-0.8,-3.12,Enrolled
single,1st phase - general contingent,3,Equinculture,daytime,Secondary education,Portugal,Technical-professional course,2nd cycle of the general high school course,,,0,0,0,1,0,0,19,0,7.6,2.6,0.32,Graduate
single,Over 23 years old,1,Management (evening attendance),evening,Secondary education,Portugal,,,Armed Forces Professions,Armed Forces Professions,0,0,0,1,0,0,27,0,9.4,-0.8,-3.12,Dropout
single,1st phase - general contingent,1,Nursing,daytime,Secondary education,Portugal,Secondary Education - 12th Year of Schooling or Equivalent,10th Year of Schooling,"Farmers and Skilled Workers in Agriculture, Fisheries, Forestry","Farmers and Skilled Workers in Agriculture, Fisheries, and Forestry",1,0,0,1,0,0,18,0,15.5,2.8,-4.06,Graduate
married,Holders of other higher courses,1,Tourism,daytime,Higher education - degree,Portugal,Secondary Education - 12th Year of Schooling or Equivalent,Higher Education - Degree,"Personal Services, Security and Safety Workers and Sellers",Administrative staff,0,0,0,1,0,0,39,0,12.4,0.5,1.79,Dropout
single,Over 23 years old,1,Equinculture,daytime,10th year of schooling - not completed,Portugal,Higher Education - Degree,Higher Education - Degree,Intermediate Level Technicians and Professions,Intermediate Level Technicians and Professions,1,0,0,1,0,0,27,0,12.4,0.5,1.79,Dropout
single,2nd phase - general contingent,1,Nursing,daytime,Secondary education,Portugal,,,Installation and Machine Operators and Assembly Workers,,1,0,0,1,0,0,18,0,9.4,-0.8,-3.12,Graduate
single,1st phase - general contingent,3,Animation and Multimedia Design,daytime,Secondary education,Portugal,,2nd cycle of the general high school course,"Personal Services, Security and Safety Workers and Sellers",Armed Forces Professions,1,0,0,1,0,0,18,0,7.6,2.6,0.32,Enrolled
single,1st phase - general contingent,2,Nursing,daytime,Secondary education,Portugal,,10th Year of Schooling,Armed Forces Professions,Armed Forces Professions,0,0,0,1,0,0,18,0,16.2,0.3,-0.92,Graduate
single,Technological specialization diploma holders,1,Social Service,daytime,10th year of schooling,Portugal,,Secondary Education - 12th Year of Schooling or Equivalent,Armed Forces Professions,Armed Forces Professions,0,0,0,1,0,1,21,0,13.9,-0.3,0.79,Graduate
single,2nd phase - general contingent,3,Animation and Multimedia Design,daytime,Secondary education,Portugal,Secondary Education - 12th Year of Schooling or Equivalent,2nd cycle of the general high school course,"Personal Services, Security and Safety Workers and Sellers",Installation and Machine Operators and Assembly Workers,1,0,0,1,1,1,19,0,10.8,1.4,1.74,Enrolled
single,2nd phase - general contingent,1,Communication Design,daytime,Secondary education,Portugal,Secondary Education - 12th Year of Schooling or Equivalent,Secondary Education - 12th Year of Schooling or Equivalent,Administrative staff,"Personal Services, Security and Safety Workers, and Sellers",1,0,0,1,1,0,19,0,10.8,1.4,1.74,Enrolled
single,Change of course,1,Communication Design,daytime,Secondary education,Portugal,Secondary Education - 12th Year of Schooling or Equivalent,Secondary Education - 12th Year of Schooling or Equivalent,Administrative staff,Administrative staff,0,0,0,1,1,0,24,0,12.7,3.7,-1.7,Enrolled
divorced,Transfer,1,Nursing,daytime,Other - 11th year of schooling,Portugal,Secondary Education - 12th Year of Schooling or Equivalent,Secondary Education - 12th Year of Schooling or Equivalent,"Farmers and Skilled Workers in Agriculture, Fisheries, Forestry","Farmers and Skilled Workers in Agriculture, Fisheries, and Forestry",1,0,0,1,1,0,29,0,13.9,-0.3,0.79,Dropout
single,1st phase - general contingent,3,Animation and Multimedia Design,daytime,Secondary education,Portugal,,10th Year of Schooling,"Farmers and Skilled Workers in Agriculture, Fisheries, Forestry",Administrative staff,1,0,0,1,1,1,19,0,10.8,1.4,1.74,Graduate
single,Technological specialization diploma holders,1,Agronomy,daytime,10th year of schooling,Portugal,,2nd cycle of the general high school course,Armed Forces Professions,Armed Forces Professions,1,0,0,1,1,0,23,0,8.9,1.4,3.51,Graduate
single,1st phase - general contingent,3,Management,daytime,Secondary education,Portugal,Secondary Education - 12th Year of Schooling or Equivalent,,Installation and Machine Operators and Assembly Workers,Installation and Machine Operators and Assembly Workers,0,0,1,1,1,0,19,0,16.2,0.3,-0.92,Dropout
single,Over 23 years old,1,Tourism,daytime,Secondary education,Portugal,,2nd cycle of the general high school course,Installation and Machine Operators and Assembly Workers,,0,0,0,1,1,0,26,0,12.7,3.7,-1.7,Enrolled
single,2nd phase - general contingent,1,Management,daytime,Secondary education,Portugal,,2nd cycle of the general high school course,"Farmers and Skilled Workers in Agriculture, Fisheries, Forestry","Farmers and Skilled Workers in Agriculture, Fisheries, and Forestry",0,0,0,1,1,0,18,0,7.6,2.6,0.32,Enrolled
single,2nd phase - general contingent,1,Nursing,daytime,Secondary education,Portugal,Technical-professional course,10th Year of Schooling,Unskilled Workers,"Personal Services, Security and Safety Workers, and Sellers",0,0,0,1,1,0,24,0,13.9,-0.3,0.79,Graduate
single,1st phase - general contingent,1,Animation and Multimedia Design,daytime,Secondary education,Portugal,,10th Year of Schooling,"Farmers and Skilled Workers in Agriculture, Fisheries, Forestry",,1,0,0,1,1,0,19,0,15.5,2.8,-4.06,Dropout
single,2nd phase - general contingent,4,Tourism,daytime,Secondary education,Portugal,,2nd cycle of the general high school course,"Farmers and Skilled Workers in Agriculture, Fisheries, Forestry",Installation and Machine Operators and Assembly Workers,1,0,0,1,1,0,18,0,12.4,0.5,1.79,Dropout
single,1st phase - general contingent,2,Journalism and Communication,daytime,Secondary education,Portugal,,,Armed Forces Professions,Armed Forces Professions,1,0,0,1,1,0,18,0,10.8,1.4,1.74,Graduate
single,2nd phase - general contingent,3,Management,daytime,Secondary education,Portugal,,10th Year of Schooling,"Personal Services, Security and Safety Workers and Sellers",Installation and Machine Operators and Assembly Workers,1,0,1,1,1,0,18,0,10.8,1.4,1.74,Dropout
single,3rd phase - general contingent,4,Tourism,daytime,Secondary education,Portugal,,2nd cycle of the general high school course,Installation and Machine Operators and Assembly Workers,Installation and Machine Operators and Assembly Workers,1,0,0,1,1,1,21,0,9.4,-0.8,-3.12,Dropout
single,2nd phase - general contingent,4,Journalism and Communication,daytime,Secondary education,Portugal,Secondary Education - 12th Year of Schooling or Equivalent,10th Year of Schooling,Armed Forces Professions,Unskilled Workers,1,0,1,1,1,1,19,0,8.9,1.4,3.51,Graduate
single,2nd phase - general contingent,4,Nursing,daytime,Secondary education,Portugal,,2nd cycle of the general high school course,Armed Forces Professions,Armed Forces Professions,0,0,0,1,1,1,22,0,16.2,0.3,-0.92,Graduate
married,Over 23 years old,1,Social Service (evening attendance),evening,Secondary education,Portugal,Technical-professional course,2nd cycle of the general high school course,Armed Forces Professions,"Skilled Workers in Industry, Construction, and Craftsmen",0,0,0,1,1,0,33,0,10.8,1.4,1.74,Graduate
single,1st phase - general contingent,6,Basic Education,daytime,Secondary education,Portugal,,10th Year of Schooling,Armed Forces Professions,Armed Forces Professions,1,0,0,1,1,0,20,0,10.8,1.4,1.74,Dropout
single,Over 23 years old,1,Management (evening attendance),evening,Higher education - bachelor's degree,Portugal,Higher Education - Degree,Higher Education - Degree,Intermediate Level Technicians and Professions,Intermediate Level Technicians and Professions,1,0,0,1,1,0,35,0,10.8,1.4,1.74,Dropout
single,Over 23 years old,1,Agronomy,daytime,Higher education - master's,Portugal,Higher Education - Degree,Higher Education - Degree,"Personal Services, Security and Safety Workers and Sellers",Intermediate Level Technicians and Professions,0,0,1,1,1,0,24,0,12.4,0.5,1.79,Dropout
single,2nd phase - general contingent,1,Tourism,daytime,Secondary education,Portugal,,10th Year of Schooling,"Personal Services, Security and Safety Workers and Sellers","Personal Services, Security and Safety Workers, and Sellers",0,0,0,1,1,0,18,0,12.7,3.7,-1.7,Enrolled
married,Over 23 years old,1,Social Service (evening attendance),evening,Secondary education,Portugal,Technical-professional course,2nd cycle of the general high school course,Armed Forces Professions,"Skilled Workers in Industry, Construction, and Craftsmen",1,0,0,1,0,0,33,0,9.4,-0.8,-3.12,Graduate
single,Transfer,1,Nursing,daytime,Secondary education,Portugal,Technical-professional course,,Armed Forces Professions,Installation and Machine Operators and Assembly Workers,1,0,0,1,0,1,22,0,10.8,1.4,1.74,Graduate
single,Over 23 years old,1,Advertising and Marketing Management,daytime,Secondary education,Portugal,Secondary Education - 12th Year of Schooling or Equivalent,10th Year of Schooling,"Personal Services, Security and Safety Workers and Sellers","Farmers and Skilled Workers in Agriculture, Fisheries, and Forestry",0,0,0,1,0,1,25,0,9.4,-0.8,-3.12,Graduate
single,2nd phase - general contingent,1,Communication Design,daytime,Secondary education,Portugal,,,"Personal Services, Security and Safety Workers and Sellers","Representatives of the Legislative Power and Executive Bodies, Directors, and Executive Managers",1,0,0,1,1,0,20,0,7.6,2.6,0.32,Graduate
single,1st phase - general contingent,6,Management,daytime,Secondary education,Portugal,,2nd cycle of the general high school course,Armed Forces Professions,Armed Forces Professions,1,0,0,1,1,0,23,0,11.1,0.6,2.02,Enrolled
single,Change of course,2,Informatics Engineering,daytime,Secondary education,Portugal,,10th Year of Schooling,Armed Forces Professions,"Skilled Workers in Industry, Construction, and Craftsmen",1,0,1,1,1,0,18,0,15.5,2.8,-4.06,Enrolled
single,Over 23 years old,1,Nursing,daytime,Secondary education,Portugal,Secondary Education - 12th Year of Schooling or Equivalent,Secondary Education - 12th Year of Schooling or Equivalent,"Personal Services, Security and Safety Workers and Sellers",,0,0,0,1,1,0,24,0,13.9,-0.3,0.79,Dropout
single,2nd phase - general contingent,2,Journalism and Communication,daytime,Secondary education,Brazil,,Secondary Education - 12th Year of Schooling or Equivalent,Armed Forces Professions,Armed Forces Professions,1,0,0,0,0,0,21,1,8.9,1.4,3.51,Graduate
single,International student (bachelor),1,Equinculture,daytime,Secondary education,Brazil,Secondary Education - 12th Year of Schooling or Equivalent,Secondary Education - 12th Year of Schooling or Equivalent,"Personal Services, Security and Safety Workers and Sellers","Personal Services, Security and Safety Workers, and Sellers",0,0,0,1,0,0,26,1,8.9,1.4,3.51,Dropout
married,Over 23 years old,1,Basic Education,daytime,,Portugal,Technical-professional course,,"Legislative Power and Executive Bodies, Directors, Executive Managers","Representatives of the Legislative Power and Executive Bodies, Directors, and Executive Managers",0,0,0,1,0,0,39,0,7.6,2.6,0.32,Dropout
married,Over 23 years old,1,Social Service (evening attendance),evening,Secondary education,Portugal,Technical-professional course,10th Year of Schooling,Armed Forces Professions,Armed Forces Professions,0,0,0,1,0,0,44,0,12.7,3.7,-1.7,Graduate
single,International student (bachelor),1,Informatics Engineering,daytime,Secondary education,Central African Republic,,Higher Education - Degree,Armed Forces Professions,Intermediate Level Technicians and Professions,1,0,0,1,1,0,19,1,13.9,-0.3,0.79,Enrolled
single,1st phase - general contingent,5,Journalism and Communication,daytime,Secondary education,Portugal,Technical-professional course,Secondary Education - 12th Year of Schooling or Equivalent,"Farmers and Skilled Workers in Agriculture, Fisheries, Forestry","Farmers and Skilled Workers in Agriculture, Fisheries, and Forestry",1,0,0,1,0,0,18,0,8.9,1.4,3.51,Graduate
single,1st phase - general contingent,5,Nursing,daytime,Secondary education,Portugal,Technical-professional course,2nd cycle of the general high school course,Installation and Machine Operators and Assembly Workers,Installation and Machine Operators and Assembly Workers,1,0,0,1,0,1,18,0,12.4,0.5,1.79,Graduate
single,1st phase - general contingent,1,Veterinary Nursing,daytime,Secondary education,Portugal,Secondary Education - 12th Year of Schooling or Equivalent,Higher Education - Bachelor's Degree,Armed Forces Professions,Specialists in Intellectual and Scientific Activities,1,0,0,1,0,0,19,0,12.7,3.7,-1.7,Enrolled
single,1st phase - general contingent,4,Nursing,daytime,Secondary education,Portugal,Higher Education - Degree,Higher Education - Degree,Intermediate Level Technicians and Professions,Intermediate Level Technicians and Professions,1,0,1,0,0,0,19,0,13.9,-0.3,0.79,Dropout
single,Short cycle diploma holders,1,Veterinary Nursing,daytime,,Portugal,,,Armed Forces Professions,Armed Forces Professions,0,0,0,1,0,0,21,0,8.9,1.4,3.51,Dropout
single,1st phase - general contingent,4,Animation and Multimedia Design,daytime,Secondary education,Portugal,Secondary Education - 12th Year of Schooling or Equivalent,Secondary Education - 12th Year of Schooling or Equivalent,Armed Forces Professions,,1,0,0,1,0,0,20,0,16.2,0.3,-0.92,Graduate
married,Over 23 years old,1,Social Service (evening attendance),evening,Secondary education,Portugal,Technical-professional course,2nd cycle of the general high school course,"Skilled Workers in Industry, Construction and Craftsmen","Farmers and Skilled Workers in Agriculture, Fisheries, and Forestry",1,0,0,1,0,0,36,0,9.4,-0.8,-3.12,Dropout
divorced,Over 23 years old,1,Agronomy,daytime,12th year of schooling - not completed,Portugal,Technical-professional course,2nd cycle of the general high school course,Armed Forces Professions,"Skilled Workers in Industry, Construction, and Craftsmen",0,0,0,1,0,0,43,0,15.5,2.8,-4.06,Graduate
single,3rd phase - general contingent,1,Basic Education,daytime,Secondary education,Portugal,,10th Year of Schooling,Armed Forces Professions,Installation and Machine Operators and Assembly Workers,1,0,0,1,0,0,19,0,11.1,0.6,2.02,Dropout
single,Change of institution/course,1,Communication Design,daytime,Secondary education,Portugal,Higher Education - Degree,Secondary Education - 12th Year of Schooling or Equivalent,Intermediate Level Technicians and Professions,Unskilled Workers,0,0,1,1,0,0,20,0,11.1,0.6,2.02,Graduate
single,1st phase - general contingent,2,Social Service,daytime,Secondary education,Portugal,Technical-professional course,,"Personal Services, Security and Safety Workers and Sellers",Installation and Machine Operators and Assembly Workers,1,0,0,1,0,0,19,0,16.2,0.3,-0.92,Dropout
single,1st phase - general contingent,1,Veterinary Nursing,daytime,Secondary education,Portugal,Secondary Education - 12th Year of Schooling or Equivalent,Secondary Education - 12th Year of Schooling or Equivalent,"Personal Services, Security and Safety Workers and Sellers","Personal Services, Security and Safety Workers, and Sellers",1,0,0,1,0,0,20,0,15.5,2.8,-4.06,Dropout
single,1st phase - general contingent,5,Nursing,daytime,Secondary education,Portugal,Higher Education - Degree,Higher Education - Master's,"Personal Services, Security and Safety Workers and Sellers",Administrative staff,1,0,0,1,0,0,20,0,12.4,0.5,1.79,Dropout
single,2nd phase - general contingent,2,Basic Education,daytime,Secondary education,Portugal,,Secondary Education - 12th Year of Schooling or Equivalent,Armed Forces Professions,Administrative staff,1,0,0,1,0,0,20,0,16.2,0.3,-0.92,Enrolled
single,1st phase - general contingent,1,Social Service,daytime,Secondary education,Portugal,Technical-professional course,2nd cycle of the general high school course,"Skilled Workers in Industry, Construction and Craftsmen",Installation and Machine Operators and Assembly Workers,1,0,0,1,0,0,18,0,13.9,-0.3,0.79,Graduate
